alpha,qw,q2,mmse,sols,qw_,q2_,mmse_
3.2750345000000003,0.9977134227190863,0.9955728453427192,0.0044271546572808304,"[0.0, 0.3426254683536928, 0.8447078316626727, 0.9977134227190863]",0.3426254683536928,0.8761575091674693,0.12384249083253077
3.300034,0.9978255990501289,0.9957843988147117,0.004215601185288299,"[0.0, 0.34333928697996074, 0.8431720634679891, 0.9978255990501289]",0.34333928697996074,0.8769940466615119,0.1230059533384881
3.3250335000000004,0.9979316968538966,0.9959849700300424,0.004015029969957618,"[0.0, 0.3440448646935214, 0.8416614897825191, 0.9979316968538966]",0.3440448646935214,0.8778190943380273,0.12218090566197273
3.3500330000000003,0.998032097270499,0.9961752065958118,0.003824793404188177,"[0.0, 0.34474236569160605, 0.8401729780509952, 0.998032097270499]",0.34474236569160605,0.8786328902845468,0.1213671097154532
3.3750325000000005,0.998127152765634,0.9963557108634674,0.0036442891365325867,"[0.0, 0.3454319495145942, 0.8387124599765858, 0.998127152765634]",0.3454319495145942,0.8794356659899049,0.12056433401009517
3.4000320000000004,0.9982171897526485,0.9965270437760784,0.0034729562239216314,"[0.0, 0.34611377121580955, 0.8372710202624398, 0.9982171897526485]",0.34611377121580955,0.8802276465329464,0.11977235346705364
3.4250315000000002,0.9983025108261226,0.9966897281268616,0.0033102718731383715,"[0.0, 0.34678798158768853, 0.8358540687246042, 0.9983025108261226]",0.34678798158768853,0.8810090508844598,0.11899094911554023
3.4500310000000005,0.9983833969121485,0.9968442517860049,0.003155748213995114,"[0.0, 0.34745472729073607, 0.8344609253128608, 0.9983833969121485]",0.34745472729073607,0.8817800921199912,0.11821990788000883
3.4750305000000004,0.9984601092278653,0.9969910706769481,0.0030089293230518574,"[0.0, 0.34811415102725285, 0.8330845003214834, 0.9984601092278653]",0.34811415102725285,0.8825409776134678,0.11745902238653219
3.50003,0.9985328909388247,0.997130611273813,0.002869388726187028,"[0.0, 0.3487663916336279, 0.8317315235545906, 0.9985328909388247]",0.3487663916336279,0.8832919091796102,0.11670809082038983
3.5250295000000005,0.9986019686597346,0.9972632728825959,0.0027367271174041368,"[0.0, 0.34941158417112334, 0.8304005029136918, 0.9986019686597346]",0.34941158417112334,0.8840330832402461,0.11596691675975393
3.5500290000000003,0.998667553769972,0.9973894296401328,0.0026105703598672263,"[0.0, 0.3500498601415945, 0.8290850946796485, 0.998667553769972]",0.3500498601415945,0.8847646910687789,0.11523530893122116
3.5750285,0.9987298435778129,0.9975094322855318,0.0024905677144682063,"[0.0, 0.3506813476117792, 0.8277893993463246, 0.9987298435778129]",0.3506813476117792,0.8854869189608798,0.1145130810391202
3.6000280000000004,0.9987890225079121,0.997623610031418,0.002376389968582027,"[0.0, 0.3513061712975895, 0.8265155649013435, 0.9987890225079121]",0.3513061712975895,0.8861999483911268,0.11380005160887322
3.6250275000000003,0.9988452631098009,0.9977322721407221,0.0022677278592778687,"[0.0, 0.35192445265826505, 0.8252583346923437, 0.9988452631098009]",0.35192445265826505,0.8869039561233033,0.11309604387669672
3.650027,0.9988987269587294,0.9978357093388103,0.0021642906611897277,"[0.0, 0.35253631001013325, 0.8240148365669198, 0.9988987269587294]",0.35253631001013325,0.8875991143589016,0.11240088564109843
3.6750265000000004,0.9989495654738145,0.9979341951034966,0.002065804896503432,"[0.0, 0.35314185865183334, 0.8227922888885599, 0.9989495654738145]",0.35314185865183334,0.888285590934817,0.11171440906518307
3.7000260000000003,0.9989979206305626,0.998027986783837,0.001972013216163027,"[0.0, 0.35374121096873384, 0.8215881542418693, 0.9989979206305626]",0.35374121096873384,0.8889635494577425,0.11103645054225755
3.7250255000000005,0.9990439256498729,0.9981173267022655,0.0018826732977345055,"[0.0, 0.3543344765447826, 0.8203983129099043, 0.9990439256498729]",0.3543344765447826,0.8896331494385793,0.11036685056142073
3.7500250000000004,0.9990877056636189,0.9982024432374748,0.0017975567625252435,"[0.0, 0.3549217621967863, 0.8192209660300365, 0.9990877056636189]",0.3549217621967863,0.8902945463740144,0.10970545362598563
3.7750245000000002,0.9991293782862947,0.9982835517484316,0.0017164482515683592,"[0.0, 0.3555031720611207, 0.8180628279595935, 0.9991293782862947]",0.3555031720611207,0.8909478918796092,0.10905210812039082
3.8000240000000005,0.9991690541370452,0.9983608554223355,0.0016391445776644535,"[0.0, 0.3560788077353201, 0.816921789478961, 0.9991690541370452]",0.3560788077353201,0.8915933338492461,0.10840666615075392
3.8250235000000004,0.9992068373160259,0.9984345460517882,0.0015654539482118372,"[0.0, 0.3566487683548814, 0.8157945732869372, 0.9992068373160259]",0.3566487683548814,0.8922310165683432,0.10776898343165678
3.850023,0.999242825820029,0.9985048047096815,0.0014951952903184966,"[0.0, 0.3572131506455523, 0.8146781283430754, 0.999242825820029]",0.3572131506455523,0.8928610808185861,0.10713891918141397
3.8750225000000005,0.9992771119704476,0.9985718024622859,0.00142819753771406,"[0.0, 0.35777204897950615, 0.8135767422527538, 0.9992771119704476]",0.35777204897950615,0.8934836639459168,0.1065163360540832
3.9000220000000003,0.9993097828034101,0.998635701021572,0.001364298978428047,"[0.0, 0.3583255554684041, 0.8124924011633271, 0.9993097828034101]",0.3583255554684041,0.8940988999781369,0.10590110002186318
3.9250215,0.999340920418144,0.9986966533275103,0.0013033466724896583,"[0.0, 0.35887376004663163, 0.8114224433962232, 0.999340920418144]",0.35887376004663163,0.8947069197537361,0.10529308024626396
3.9500210000000004,0.9993706022908938,0.9987548040732526,0.0012451959267474335,"[0.0, 0.3594167505295397, 0.8103643616518683, 0.9993706022908938]",0.3594167505295397,0.8953078510153896,0.10469214898461046
3.9750205000000003,0.9993989015688771,0.998810290200338,0.0011897097996620423,"[0.0, 0.35995461269038137, 0.8093158014116568, 0.9993989015688771]",0.35995461269038137,0.8959018184963966,0.10409818150360342
4.00002,0.9994258873276686,0.9988632413304269,0.0011367586695730794,"[0.0, 0.3604874302904135, 0.8082806411436777, 0.9994258873276686]",0.3604874302904135,0.896488943975044,0.10351105602495606
4.0250195,0.999451624844045,0.9989137802346083,0.001086219765391694,"[0.0, 0.3610152851385388, 0.8072609559717696, 0.999451624844045]",0.3610152851385388,0.897069346378614,0.10293065362138601
4.050019,0.9994761758369817,0.9989620232469926,0.0010379767530074304,"[0.0, 0.3615382571756747, 0.8062546692248618, 0.9994761758369817]",0.3615382571756747,0.8976431418883615,0.10235685811163855
4.0750185,0.9994995986852115,0.9990080806382658,0.0009919193617341506,"[0.0, 0.3620564245392146, 0.8052598276260925, 0.9994995986852115]",0.3620564245392146,0.8982104440175375,0.10178955598246256
4.1000179999999995,0.9995219486304202,0.9990520569663479,0.000947943033652088,"[0.0, 0.3625698636072251, 0.8042745656176185, 0.9995219486304202]",0.3625698636072251,0.8987713636823852,0.10122863631761483
4.1250175,0.9995432779599942,0.9990940513916475,0.0009059486083524695,"[0.0, 0.3630786490073395, 0.8032978142858441, 0.9995432779599942]",0.3630786490073395,0.8993260092463162,0.1006739907536838
4.150017,0.9995636361773186,0.9991341579721037,0.0008658420278963022,"[0.0, 0.36358285369709836, 0.8023345069302303, 0.9995636361773186]",0.36358285369709836,0.8998744866121251,0.10012551338787493
4.1750165,0.999583070178025,0.9991724659738285,0.0008275340261715283,"[0.0, 0.3640825490323527, 0.8013845737548452, 0.999583070178025]",0.3640825490323527,0.9004168993077597,0.09958310069224033
4.200016,0.9996016244046196,0.9992090601427658,0.0007909398572342188,"[0.0, 0.3645778048075267, 0.8004464499434877, 0.9996016244046196]",0.3645778048075267,0.9009533485515994,0.09904665144840066
4.2250155,0.9996193409894173,0.99924402095649,0.0007559790435099913,"[0.0, 0.36506868928183855, 0.7995186571805414, 0.9996193409894173]",0.36506868928183855,0.9014839333109671,0.09851606668903293
4.250015,0.9996362598870605,0.9992774248583407,0.0007225751416592986,"[0.0, 0.36555526921131215, 0.7985997839393784, 0.9996362598870605]",0.36555526921131215,0.9020087503390436,0.09799124966095643
4.2750145,0.9996524189945017,0.9993093444694068,0.0006906555305932206,"[0.0, 0.366037609912893, 0.7976884649669068, 0.9996524189945017]",0.366037609912893,0.90252789425604,0.09747210574396006
4.300014,0.9996678542653425,0.9993398487916973,0.0006601512083026507,"[0.0, 0.366515775311489, 0.7967863743774268, 0.9996678542653425]",0.366515775311489,0.9030414576195748,0.09695854238042526
4.3250135,0.9996825998270756,0.999369003419176,0.0006309965808239949,"[0.0, 0.3669898279660836, 0.7958967947373914, 0.9996825998270756]",0.3669898279660836,0.9035495309796728,0.0964504690203272
4.350013,0.9996966880839974,0.9993968707224485,0.000603129277551462,"[0.0, 0.36745982911276875, 0.7950185512243426, 0.9996966880839974]",0.36745982911276875,0.9040522029273558,0.09594779707264425
4.3750124999999995,0.9997101498123431,0.9994235100198269,0.0005764899801731228,"[0.0, 0.3679258386838886, 0.7941504929358172, 0.9997101498123431]",0.3679258386838886,0.9045495601257487,0.09545043987425131
4.400012,0.9997230142501217,0.9994489777394913,0.0005510222605087379,"[0.0, 0.36838791535921067, 0.7932915272243664, 0.9997230142501217]",0.36838791535921067,0.9050416873813842,0.09495831261861579
4.4250115,0.9997353091769454,0.999473327563289,0.0005266724367110066,"[0.0, 0.3688461165967199, 0.7924406076597682, 0.9997353091769454]",0.3688461165967199,0.9055286677022195,0.09447133229778051
4.450011,0.9997470609942494,0.9994966105726005,0.00050338942739947,"[0.0, 0.3693004986721597, 0.7915967236147621, 0.9997470609942494]",0.3693004986721597,0.9060105823444619,0.09398941765553817
