alpha,qw,e1,e2,e3,e4,e5,e6
0.6,0.007165948037589829,-0.00042100608070755026,0.7389905819052884,0.9679380620256742,0.9881229352043404,0.9983089009876384,0.9992980394606279
1.0,-0.0021050304035378662,0.003284024322830212,0.851587549659112,0.9723803683410112,0.9936173111368917,0.9987493545226502,0.9996438103113111
0.4,-0.000483803206191266,0.005126368159203926,0.7741434103556293,0.9727169337313433,0.989411697116328,0.9986343111455569,0.9993550964452677
1.6,0.017469098949695967,2.653399668325854e-06,0.9243186261286161,0.9693087708715681,0.9976360063593802,0.9988642331790123,0.9999243521699992
0.6,0.0026604754007739082,0.002473852957434955,0.770018340888152,0.9673171820698975,0.9894135834395104,0.9982031167112249,0.9994284993144963
1.4,0.014191265892758431,-3.8032061912659526e-05,0.8968490996867515,0.9734849458387075,0.9964805901244724,0.998715359325896,0.9997993093266188
1.8,0.02889906025428413,9.729132117191483e-06,0.9711482528100238,0.9802972987703458,0.9987915979802059,0.9993552176400036,0.9999511497686242
0.8,0.009383305693753455,-0.0014204532891099965,0.809542993182237,0.9644189735372518,0.9902756530759208,0.9981041424334703,0.9994033668466257
1.0,0.02435909342177999,-8.402432283030435e-05,0.8421923449419569,0.973108919088508,0.9926964318091517,0.9987921826460563,0.9996006719594146
1.2,0.004167606412382532,0.00291873963515754,0.8978480633867697,0.9660638659148701,0.9960770749042607,0.998415727768689,0.9997811936677983
0.6,0.027884577114427864,-0.001106467661691574,0.7207711487009398,0.9639827019568823,0.986447190182421,0.997846551575544,0.9991342134450053
0.8,0.03411033720287452,-0.00041746821448315557,0.7763309437995211,0.9727484710570602,0.9900479351286366,0.9987413163702483,0.9994448760628296
1.6,0.01985185185185185,0.00014859038142619479,0.9393397339229776,0.9792522368306616,0.9981017323333622,0.9993670961106422,0.9999306726164073
0.6,0.008830514096185738,0.0009101160862354321,0.7465303998525888,0.9729398631730238,0.9889074904161006,0.9987028166705855,0.9993995027984295
1.0,0.02795710337202875,0.0016035378662243732,0.861784081076101,0.9708655675499047,0.9931049248039964,0.9987104640795592,0.9995849708773639
1.4,0.019393698175787726,-8.048645660585331e-05,0.945994236226276,0.9829034457539464,0.9995887228145037,0.9995344406333877,1.0000881204154777
1.2,0.010362410171365395,0.00014593698175781425,0.8956284414962227,0.9741799598157362,0.9950862626492887,0.9988436865202874,0.9997123522509629
0.8,0.025921945826423445,0.00047849640685460656,0.8229078371107427,0.9675810125471407,0.9920997257651822,0.9984676055614093,0.999600114403976
0.6,0.0069934770591487,0.00545715865118839,0.7489404297033352,0.9704205579116763,0.98801305499577,0.9985519225240668,0.999293993455302
1.8,0.005392592592592592,0.0,0.9098585059885756,0.9748654280007372,0.9966643622237783,0.9990871388490827,0.9998528240409496
1.0,0.013216583747927032,-0.00011321171918183848,0.8194372257232357,0.9795353054382409,0.9917624412917468,0.9990985075403486,0.9995422769198519
0.6,0.018475621890547262,0.0014797125483692257,0.7370027138382164,0.9590751148160431,0.9872439034376104,0.9975222759403845,0.9992360774119184
0.8,0.01031641791044776,-0.0019210613598672952,0.78386784890363,0.9720115964179104,0.9902841920321028,0.9989158972443317,0.9994847994261715
1.6,0.021184742951907132,-0.00017866224433373646,0.9395178536944905,0.982556923078435,0.9982151770338759,0.999677357368667,0.999977043428214
1.2,0.024619126589275845,0.00026180210060806257,0.9189763655795099,0.9777161786524167,0.9980354999848493,0.9992362155351109,1.0000017089694395
1.4,0.005909121061359868,1.4151464897734022e-05,0.8900748759904183,0.9701191688176404,0.9966115191904836,0.9985976319819981,0.9998953315277718
0.6,0.008564289662797124,-0.0010985074626865125,0.670824885940667,0.9597044730716787,0.9838902978797536,0.9974771560519364,0.9989263956477212
0.8,0.006473410724156993,-0.0017742399115531983,0.8565156911737607,0.9703754254308702,0.9938104500342076,0.9985068248281627,0.9996319512294649
1.0,0.010575566611387508,-0.0002856826976229571,0.8296995732448867,0.9749641393427922,0.9928601128095815,0.99896771811051,0.9996312694033106
0.6,0.014473410724156992,-0.0007712548369263354,0.7671814085129905,0.9751914604557459,0.9897720536077146,0.9990052799783236,0.9994285634730727
1.8,0.03443139856274186,-9.375345494748203e-05,0.9511405697438731,0.9871655193268228,0.9980319068545338,0.9999248622775814,0.9998865423050144
1.2,0.011459148700939746,-1.5920398009950152e-05,0.9515727790676249,0.972764458124194,0.9979644230385192,0.9989393321010631,0.9999235460519468
0.8,0.011337976782752902,0.00010613598673300875,0.7821904521835269,0.9711475211792889,0.9907667892588417,0.9988016471912045,0.9995341953450942
1.4,0.01155732448866777,2.6533996683253017e-06,0.9516375809839692,0.9784581259627786,0.997078903259112,0.9994512205822365,0.9997662206130035
0.6,0.0050883360972913206,-0.0027595356550579944,0.7065956381057675,0.9689755345347338,0.9843243621439798,0.998682235896809,0.9989767119530035
1.6,0.02524532891100056,-0.001372692095080035,0.9175730119771515,0.9848365429347092,0.9970516471079335,0.9995785832230395,0.9998597329675926
1.0,0.013992260917634051,0.0006120508568271305,0.8629201724709784,0.9739868515987959,0.9933133526127387,0.9989345323255824,0.9995988120054163
0.8,0.03074228855721393,0.0019909342177999207,0.8002613893495487,0.9669592405773602,0.990349883821911,0.9983637685927318,0.9994438555199174
1.2,0.00011674958540630186,-0.0009622996130459432,0.8737752187212089,0.977632452296542,0.9943729694011587,0.9991341252604591,0.9996986704474764
1.0,0.017371807628524045,0.00029541182974026405,0.8097691571770775,0.9720598705239235,0.9922279482450791,0.9986860695903991,0.9995952041223259
1.4,0.01772382531785517,0.0,0.9212143489957617,0.9768062221632579,0.9969034451223717,0.9990293977375934,0.9998335593834137
1.8,0.001446987285793256,-0.00011674958540629835,0.9440547425833793,0.981072805807997,0.9979729330250803,0.9993356582661592,0.9998996392671803
0.8,0.01431951354339414,0.002549917081260368,0.8137201872120877,0.9772655471088999,0.9937796532410211,0.998974853872732,0.9997737627934549
1.6,0.016238805970149258,-8.75621890547565e-05,0.9536711464897734,0.9828560050119771,0.9984107406410907,0.9994367720276484,0.9999071425151391
1.2,0.007616141514648977,-1.4151464897719107e-05,0.8617998245807995,0.9728392791204471,0.9947753436254448,0.9989390993302768,0.9997399095561357
1.0,0.02724864566058596,0.004157877280265414,0.823646850193477,0.9739284307352127,0.9916811776157239,0.9986597095670592,0.9994913258251894
0.8,0.013590713101160862,0.001258595909342127,0.7730896569006818,0.9705820089871627,0.9895492560409148,0.9986245705788325,0.9993660053730463
1.4,0.006514980652294085,-0.0001724709784411827,0.9083133900866043,0.9742629468361894,0.995654736680122,0.9991340118581806,0.9997402920908253
0.8,0.019029297954671086,0.006065671641791139,0.7692065303114061,0.963735952769486,0.9900807901003951,0.9982640168199384,0.9994384436008718
1.0,0.019173466003316746,0.0002520729684909622,0.8790830912106137,0.980293241702598,0.9949228281946317,0.9994370233742694,0.9997711438518091
1.8,0.019170812603648422,0.0,0.9619379959461949,0.9815062095153859,0.999294149395115,0.9995957939887133,1.0000190164802878
1.2,0.021695964621337754,0.0008703150912107398,0.9047476572692094,0.9740239734070388,0.996284605528997,0.9990629312079824,0.9998349684054666
1.6,0.00426489773355445,-5.306799336649719e-05,0.9109360928689885,0.9812820125741661,0.9961280828804128,0.9994383515309706,0.9997973752091524
1.4,0.01522962962962963,0.0020767274737424008,0.9047697335544499,0.9733037217075119,0.9966455640383759,0.9987758839870909,0.9998155488590967
1.0,0.006179767827529021,0.0011444997236041484,0.8444372271973465,0.9778487772495545,0.9924991656276642,0.9990518156766263,0.9995433933823852
1.2,-0.001376229961304588,0.0018281923714759554,0.8589177726183893,0.9810229808586696,0.9949650062437113,0.9995249374445514,0.9998550328985651
1.6,0.003197346600331675,-0.0026029850746269777,0.8960304610281924,0.9782145943467847,0.9948459773625699,0.999068096337612,0.9996775634231659
1.8,0.016144168048645664,0.0,1.0057385959093423,0.9796135784484983,0.9993690828189915,0.999196054871178,0.9999229516750248
1.0,0.020798231066887787,-0.000905693753454963,0.8729153521282476,0.9780245758663472,0.9949953939190957,0.9992899754877297,0.9997416204499515
1.4,0.008178662244333886,0.0022606965174128686,0.9097792341993737,0.9775858914612126,0.9958864996674571,0.9990879713830753,0.9997599673021046
1.2,0.000853510226644555,-0.00029364289662793964,0.9027659097107058,0.9752054496505129,0.9948015757367893,0.9988291342602704,0.9996583636981715
1.0,0.009708789386401328,-0.0015124378109452412,0.8311888380320621,0.9788003164031693,0.9921939734626619,0.9995327592993385,0.9995618660576127
1.6,-0.0007456053067993366,-2.6533996683247494e-06,0.8998551302745531,0.9800271215183344,0.9958581746802447,0.999451754266306,0.9998018411935593
1.2,0.012384300718629076,0.00100298507462688,0.842827828266077,0.9762677843965358,0.9923606149956719,0.9990525592702063,0.9995367681786722
1.4,0.02822155887230514,1.326699834163148e-05,0.9154193830845772,0.9830304982347522,0.9953267930938888,0.9996826229700353,0.9997371933889444
1.8,0.010798452183526812,-6.368159203980172e-05,0.9545653657637736,0.9814284019310854,0.9979561653212128,0.9993255815862239,0.9998650570415751
1.2,0.026973576561636264,6.898839137647165e-05,0.875712908052331,0.9801430828671456,0.9959305097295416,0.9993333390175889,0.9998939416458779
1.4,0.01723736871199558,-0.0004546158098397264,0.934712605859591,0.9798264064172965,0.9977727127577913,0.9993661344821368,0.999917404610047
1.6,0.011368933112216692,1.8573797678274348e-05,0.9715411682329091,0.9787612493974572,0.9990381581229,0.9991312387649611,0.9999667152583671
1.8,0.008711111111111112,0.0,0.9695157751980834,0.9757219067330017,0.9982633865463135,0.9990508946169958,0.9998833452108354
1.2,0.003546710889994472,-0.0001194029850746104,0.8615955835636632,0.9825487474626865,0.9948177660126691,0.9994872692477038,0.9997805915997143
1.4,0.0051555555555555565,-0.0015380873410723596,0.875965924451815,0.9747233229211966,0.9933404461541511,0.9990709369992197,0.999596680727218
1.6,0.019910226644554996,0.001249751243780957,0.9137062539156073,0.9782621725152018,0.996483377308945,0.9994469594784582,0.999835101900947
1.8,0.02986401326699833,0.0,0.9828765505804311,0.9848916314427862,0.9996218497061359,0.9997746112274379,1.0000163119187353
1.4,0.01654129353233831,-5.395245992259698e-05,0.9444776473189609,0.9695648711897304,0.9974223079895339,0.9985229503539275,0.9998605878502675
2.0,0.02328888888888889,0.0,0.9675196874884837,0.9890092246913579,0.9998831149358066,0.9999108620279278,1.0000420166912214
1.6,0.009544278606965174,6.014372581537166e-05,0.9381215050672562,0.9745239544106628,0.9973106140097209,0.9988620275616036,0.9998528519367544
1.8,0.007356108347153123,-0.0003157545605306827,0.9346646441864751,0.9792045695080156,0.997138528735221,0.9991875669123472,0.9998617596984881
1.4,0.003399004975124378,0.0,0.9312294350469873,0.9766016938713837,0.9968543436064125,0.9989794664115995,0.9998223977174967
1.6,0.021000773908236597,0.00012382531785519436,0.9481011416989129,0.9757817913297708,0.9981713006245155,0.9994004985181439,0.9999174375146113
2.0,0.006866113875069099,0.0,0.9136117339229777,0.9767328090805234,0.9959099482799992,0.9992474152619945,0.9997783131902049
1.8,0.018489773355444997,6.368159203980061e-05,0.9159475983047725,0.9713669764363368,0.9970066551396433,0.9989642538714572,0.9999385608109942
1.6,0.01183681592039801,4.864566058595632e-05,0.9239170783121431,0.9765899341612921,0.9967502510639561,0.9991861046075018,0.9998163679884657
2.0,0.0101722498618021,0.0,0.9576388516675879,0.9815623521503595,0.9983859442409353,0.9995696223751958,0.9999185107426891
1.8,0.016091984521835273,0.0,0.9825275518702783,0.9805783404164363,0.9995872117462401,0.999422435394753,0.9999858983456985
1.6,0.005909121061359868,-0.00034051962410174057,0.9504581035562927,0.9727724743001045,0.9977611425725039,0.9989236655797185,0.9998899685456574
2.0,0.013006080707573246,0.0,0.975344905104109,0.9857629673263314,0.9990153861579344,0.9995980400731618,0.9999591161329392
1.8,0.012868988391376452,-7.075732448870048e-06,0.9618978529574352,0.9802601793206804,0.9988369072453043,0.9993922860528754,0.9999354533052305
